crop_type,soil_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,NDVI_index,region,recommended_irrigation_mm
Maize,Forest and Mountain soil,41.84,6.52,31.34,138.47,63.23,0.609,Tamil Nadu,111.77
Pumpkin,Red and Yellow soil,54.22,5.9,29.1,160.78,71.95,0.55,Bihar,106.32
Maize,Black soil,56.6,7.58,26.35,74.56,55.33,0.688,Punjab,104.91
Cauliflower,Alluvial soil,69.82,6.69,14.73,108.21,64.72,0.832,West Bengal,114.75
Tomato,Alluvial soil,55.15,6.38,24.49,110.96,74.07,0.732,Tamil Nadu,93.42
Potato,Red and Yellow soil,52.93,6.1,25.14,81.33,72.36,0.815,Gujarat,0
Sugarcane,Alluvial soil,79.68,7.05,23.89,192.59,72.36,0.745,Bihar,196.99
Wheat,Black soil,47.05,7.14,26.66,75.67,66.74,0.652,Rajasthan,106.83
Maize,Black soil,55.67,6.29,27.84,99.19,65.21,0.711,Bihar,0
Sugarcane,Red and Yellow soil,62.75,6.68,32.97,264.19,68.56,0.764,Uttar Pradesh,213.79
Cabbage,Black soil,69.87,6.38,22.49,59.85,76.74,0.55,West Bengal,116.62
Groundnut,Black soil,38.2,7.33,25.84,150.5,69.08,0.555,Gujarat,69.89
Sugarcane,Red and Yellow soil,74.54,6.93,20.48,337,88.84,0.886,Punjab,0
Maize,Forest and Mountain soil,82.02,6.27,25.26,320.64,80.71,0.894,Gujarat,0
Maize,Red and Yellow soil,42.76,6.21,31.98,150.48,65.19,0.608,Haryana,123.44
Onion,Black soil,60.98,7.1,24.33,42.54,59.7,0.603,Uttar Pradesh,91.41
Rice,Alluvial soil,68.64,6.84,27.82,153,65.01,0.705,Madhya Pradesh,154.9
Pumpkin,Red and Yellow soil,53.05,6.46,29.62,155.81,55,0.787,Karnataka,108.53
Maize,Red and Yellow soil,47.57,5.88,30.19,153.57,74.59,0.648,Bihar,118.41
Lentil,Black soil,59.27,7.58,19.03,149.24,72.46,0.685,Madhya Pradesh,0
Soybean,Black soil,50.67,7.28,31.86,148.16,73.31,0.719,Uttar Pradesh,0
Onion,Alluvial soil,85.95,7.79,28.73,238.29,79.4,0.852,Madhya Pradesh,0
Cabbage,Alluvial soil,52.82,6.91,20.3,104.28,90,0.694,Karnataka,124.86
Chickpea,Alluvial soil,44.12,7.37,19.44,66.2,57.05,0.438,Uttar Pradesh,67.53
Wheat,Black soil,50.94,7.64,24.7,69.06,54.58,0.679,Punjab,106.68
Tomato,Red and Yellow soil,67.6,7.17,21.54,241.16,83.27,0.827,Haryana,0
Lentil,Alluvial soil,43.05,6.26,18.28,77.88,44.71,0.658,West Bengal,56.48
Groundnut,Black soil,54.89,7.14,24.91,140.51,72.44,0.778,Gujarat,0
Wheat,Forest and Mountain soil,94.36,6.49,27.81,342.37,92.85,0.728,West Bengal,0
Soybean,Red and Yellow soil,49.94,7.69,19.76,142.07,71.48,0.692,Karnataka,0
Potato,Alluvial soil,65.9,6.07,23.31,103.77,64.61,0.628,Madhya Pradesh,91.14
Wheat,Red and Yellow soil,85.8,7.17,27.82,220.88,80.27,0.832,Karnataka,0
Chilli,Red and Yellow soil,69.62,7.71,21.98,191.06,70.06,0.798,Bihar,0
Rice,Peaty and Marshy soil,93.46,5.79,24.45,202.66,94.17,0.656,Punjab,93.08
Brinjal,Black soil,51.03,6.48,27.76,86.35,74.89,0.783,Maharashtra,0
Maize,Black soil,55.09,7.64,24.82,128.86,66.58,0.808,Uttar Pradesh,0
Maize,Red and Yellow soil,77.15,6.05,25.43,398.2,77.3,0.778,Haryana,0
Lentil,Black soil,84.53,6.09,24.99,296.33,84.44,0.798,Gujarat,0
Lentil,Red and Yellow soil,90.11,6.01,19.76,323.48,86.45,0.827,Gujarat,0
Cotton,Alluvial soil,46.19,6.65,29.16,73.57,68.24,0.62,Punjab,100.36
Soybean,Red and Yellow soil,53.84,6.51,25.53,105.07,73.61,0.725,Uttar Pradesh,105.54
Chickpea,Alluvial soil,44.4,6.79,21.51,57.06,35,0.495,Madhya Pradesh,69.84
Pumpkin,Red and Yellow soil,63.32,6.15,27.51,161.96,64.18,0.698,West Bengal,99.77
Cauliflower,Alluvial soil,69.58,6.49,15.84,111.15,66.26,0.698,Bihar,114.6
Sugarcane,Alluvial soil,61.91,6.7,30.3,312.92,78.01,0.752,Uttar Pradesh,180.78
Sugarcane,Red and Yellow soil,71.01,6.54,24.49,132.24,90.1,0.699,Uttar Pradesh,237.58
Cucumber,Alluvial soil,62.05,6.52,31.91,35.76,63.34,0.788,Gujarat,126.29
Lentil,Alluvial soil,37.87,7.13,26.45,30.03,60.67,0.587,West Bengal,71.09
Pumpkin,Forest and Mountain soil,65.57,6.41,28.61,228.11,78,0.667,Karnataka,0
Chilli,Red and Yellow soil,65.53,6.5,20.97,213.09,83.87,0.734,Uttar Pradesh,0
Cucumber,Black soil,54.37,7.38,27.28,142.17,55,0.869,Andhra Pradesh,96.97
Pumpkin,Alluvial soil,54.15,6.75,26.33,100.87,74.73,0.654,West Bengal,109.96
Mustard,Black soil,32.87,6.86,16.87,64.65,38.82,0.377,Punjab,52.06
Tomato,Black soil,55.35,7.41,24.67,132.99,66,0.891,Tamil Nadu,0
Mustard,Red and Yellow soil,27.37,6.55,20.23,72.95,54.94,0.462,West Bengal,68.75
Sugarcane,Red and Yellow soil,79.87,7.36,29.7,369.48,91.04,0.917,Gujarat,0
Chickpea,Alluvial soil,37.93,6.97,19.22,48.49,54.69,0.567,Madhya Pradesh,74.1
Lentil,Forest and Mountain soil,47.47,6.86,27.23,51.37,69.95,0.734,Maharashtra,41.96
Lentil,Alluvial soil,43.82,7.12,22.83,42.8,40.56,0.537,West Bengal,64.48
Soybean,Alluvial soil,41.01,6.91,29.89,90.57,47.22,0.675,Telangana,103.61
Chilli,Black soil,55.27,7.61,22.85,81.84,85,0.563,Andhra Pradesh,99.3
Cotton,Red and Yellow soil,46.8,6,29.97,99.41,40,0.608,Gujarat,113.86
Cabbage,Black soil,67.35,7.51,24.62,134.58,66.26,0.647,Maharashtra,100.29
Onion,Alluvial soil,57.63,5.95,24.07,42.22,46.8,0.611,Tamil Nadu,98.4
Cabbage,Alluvial soil,75.33,6.58,19.55,119.59,86.61,0.606,Maharashtra,107.23
Mustard,Forest and Mountain soil,45.32,6.88,25.76,160.67,60.6,0.662,Karnataka,0
Cauliflower,Black soil,69.2,7.44,20.08,62.47,75.38,0.674,Odisha,118.7
Potato,Red and Yellow soil,61.33,5.57,19.31,75.84,51.96,0.754,Gujarat,109.27
Garlic,Black soil,50.16,7.45,23.08,65.92,57.97,0.536,Bihar,89.86
Rice,Red and Yellow soil,57.99,6.42,25.1,166.18,67.85,0.643,Rajasthan,197.42
Maize,Black soil,59.61,7.27,30.17,88.02,53.17,0.661,Maharashtra,101.35
Brinjal,Forest and Mountain soil,68.39,6.31,19.84,239.49,76.3,0.852,West Bengal,0
Cucumber,Alluvial soil,60.61,6.13,29.12,110.31,81.63,0.608,West Bengal,107.11
Brinjal,Forest and Mountain soil,56.52,7.1,19.45,176.46,81.34,0.797,West Bengal,0
Rice,Forest and Mountain soil,57.16,7.07,29.09,143.64,59.88,0.673,Madhya Pradesh,0
Lentil,Black soil,48.34,6.65,21.3,154.34,71.49,0.781,Madhya Pradesh,0
Sugarcane,Alluvial soil,72.11,6.4,28.83,265.11,92.15,0.75,Uttar Pradesh,185.87
Rice,Alluvial soil,78.29,6.6,31.3,87.07,76.96,0.616,Bihar,166.7
Sugarcane,Forest and Mountain soil,78.51,6.01,24.14,205.4,81.28,0.799,Tamil Nadu,0
Brinjal,Red and Yellow soil,92.71,6.87,27.2,298.27,84.6,0.802,Tamil Nadu,0
Mustard,Red and Yellow soil,33.18,6.44,17.77,56.82,37.43,0.545,Rajasthan,69.13
Cauliflower,Forest and Mountain soil,64.18,6.33,20.03,104.79,76.3,0.62,Uttar Pradesh,116.11
Cabbage,Forest and Mountain soil,53.8,6.85,25.49,145.34,59.08,0.795,Karnataka,0
Soybean,Black soil,57.46,6.5,24.31,154.6,69.87,0.892,Madhya Pradesh,0
Onion,Red and Yellow soil,34.76,5.73,26.13,74.75,57.92,0.602,Andhra Pradesh,114.81
Wheat,Forest and Mountain soil,40.26,6.51,22.27,111.88,65.11,0.588,Rajasthan,98.6
Maize,Red and Yellow soil,41.63,6.14,23.7,117.17,70.28,0.706,Uttar Pradesh,128.42
Cucumber,Forest and Mountain soil,92.18,7.75,26.93,205.51,79.26,0.803,Punjab,0
Wheat,Alluvial soil,46.06,6.75,17.48,79,40.05,0.655,Punjab,101.21
Soybean,Forest and Mountain soil,52.73,6.63,28.95,136.58,64.31,0.716,Maharashtra,0
Maize,Red and Yellow soil,52.59,6.33,28.39,87.98,57.39,0.548,Uttar Pradesh,130.38
Soybean,Alluvial soil,47.25,6.33,28.67,123.46,68.16,0.634,Maharashtra,91.15
Chickpea,Black soil,34.5,7.32,18.22,61.78,47.71,0.531,Madhya Pradesh,67.86
Potato,Forest and Mountain soil,65.77,6.68,24.42,168.9,84.15,0.683,Karnataka,0
Wheat,Forest and Mountain soil,46.44,6.33,14.92,52.44,35,0.674,Tamil Nadu,115.15
Cotton,Black soil,50,7.6,34.64,127.6,40,0.677,Rajasthan,76.76
Cabbage,Red and Yellow soil,76.09,7.43,18.75,216.89,77.98,0.674,Haryana,0
Pumpkin,Forest and Mountain soil,60.19,6.42,23.5,165.54,67.74,0.706,Maharashtra,0
Sugarcane,Red and Yellow soil,75.12,6.61,26.28,329.83,77.29,0.651,Gujarat,0
Rice,Alluvial soil,73,6.42,34.95,112.69,83.55,0.615,Tamil Nadu,166.2
Garlic,Forest and Mountain soil,71.19,6.38,19.02,246.95,90.86,0.873,Tamil Nadu,0
Sugarcane,Black soil,67.23,7.21,38,164.23,60,0.702,Andhra Pradesh,208.61
Potato,Alluvial soil,57.66,7.71,23.1,123.51,68.29,0.783,Maharashtra,0
Sugarcane,Black soil,69.74,7.15,26.81,153.09,78.2,0.729,Uttar Pradesh,204.29
Garlic,Alluvial soil,43.55,6.54,22.44,43.36,51.17,0.541,Uttar Pradesh,104.2
Maize,Red and Yellow soil,51.57,6.31,22.21,145.94,64.53,0.633,Bihar,113.52
Lentil,Alluvial soil,43.16,6,21.12,43.49,38.97,0.545,Uttar Pradesh,64.16
Cotton,Red and Yellow soil,71.42,7.02,20.93,371.21,78.79,0.921,Maharashtra,0
Cucumber,Red and Yellow soil,44.43,6.25,28.08,56.17,70.51,0.627,Karnataka,139.84
Rice,Alluvial soil,85.88,7.31,25.36,226.86,75.15,0.717,Uttar Pradesh,0
Tomato,Alluvial soil,57.75,6.37,26.98,224.58,83.55,0.781,Maharashtra,0
Onion,Alluvial soil,52.72,6.59,27.84,49.4,65.59,0.85,Maharashtra,101.05
Onion,Alluvial soil,43.71,6.47,27.83,20,57.15,0.665,Maharashtra,113.81
Pumpkin,Alluvial soil,81.84,6.84,21.67,228.61,85.31,0.852,Haryana,0
Garlic,Alluvial soil,63.99,7.6,19.74,120.13,78.67,0.704,Bihar,0
Brinjal,Red and Yellow soil,64.12,6.79,26.05,84.79,61.43,0.679,Tamil Nadu,0
Groundnut,Black soil,57.61,7.04,27.91,132.82,70.02,0.749,Punjab,0
Chilli,Alluvial soil,54.81,5.8,26.63,139.21,62.09,0.789,Telangana,92.13
Cauliflower,Black soil,73.93,6.5,25.26,350.39,79.58,0.799,Maharashtra,0
Pumpkin,Alluvial soil,56.05,6.73,21.33,161.72,69.46,0.883,Karnataka,0
Cucumber,Red and Yellow soil,56.69,5.81,20.52,67.17,63.19,0.886,Tamil Nadu,125.96
Chickpea,Red and Yellow soil,52.21,7.12,19.36,108.31,64.14,0.86,Gujarat,0
Groundnut,Red and Yellow soil,45.57,7.36,29.45,120.13,56.16,0.707,Madhya Pradesh,0
Groundnut,Black soil,44.74,7.16,29.58,113.35,73.44,0.645,Gujarat,76.75
Lentil,Red and Yellow soil,37,6.14,21.1,20,44.98,0.587,Uttar Pradesh,81.93
Groundnut,Red and Yellow soil,94.79,6.71,21.74,327.28,82.5,0.727,Uttar Pradesh,0
Rice,Red and Yellow soil,68.25,6.87,31.41,111.82,74.05,0.65,Tamil Nadu,10.73
Wheat,Forest and Mountain soil,47.14,6.74,12.8,83.35,71.3,0.613,West Bengal,106.38
Groundnut,Red and Yellow soil,45.36,6.12,27.4,51.04,67.6,0.556,Uttar Pradesh,111.08
Mustard,Red and Yellow soil,33.01,6.38,19.29,43.1,30,0.454,Punjab,73.11
Cucumber,Black soil,58.97,6.99,25.83,64.28,72.26,0.84,Gujarat,112.96
Tomato,Alluvial soil,49.97,6.02,29.77,59.33,81.61,0.765,Maharashtra,112.06
Soybean,Black soil,48.47,7.13,24.92,46.02,67.54,0.621,Andhra Pradesh,98.28
Potato,Black soil,87.79,7.54,25.39,241.15,88.56,0.733,Karnataka,0
Potato,Red and Yellow soil,56.8,6.23,24.97,43.39,63,0.632,Punjab,122.36
Maize,Alluvial soil,61.83,6.65,23.86,108.81,65.1,0.624,Maharashtra,96.45
Potato,Forest and Mountain soil,57.95,6.14,26.03,44.02,55.21,0.767,Madhya Pradesh,116.94
Potato,Alluvial soil,65.41,6.23,23.4,62.12,59.41,0.622,Punjab,101.89
Lentil,Alluvial soil,51.77,6.98,20.28,85.32,55.89,0.889,Bihar,0
Maize,Alluvial soil,45.43,7.18,26.51,82.04,60.38,0.642,Karnataka,115.94
Onion,Black soil,46.11,7.13,23.88,91.69,54.8,0.638,Madhya Pradesh,87.86
Wheat,Forest and Mountain soil,51.02,7.15,21.84,135.86,69.27,0.826,Punjab,0
Mustard,Forest and Mountain soil,56.19,7.68,20.96,167.02,62.35,0.659,Madhya Pradesh,0
Soybean,Black soil,59.66,7,19.37,114.91,64.14,0.824,Haryana,0
Cabbage,Black soil,80.89,6.74,16.74,66.58,68.37,0.682,Assam,106.02
Wheat,Alluvial soil,70.33,7.19,28.9,253.05,91.9,0.76,Karnataka,0
Groundnut,Red and Yellow soil,51.01,7.31,24.02,108.18,73.81,0.766,Punjab,0
Mustard,Alluvial soil,32.39,6.66,19.74,39.03,30,0.607,Rajasthan,64.57
Rice,Black soil,79.48,6.92,19.66,302.88,80,0.862,Bihar,0
Cotton,Alluvial soil,54.1,6.17,24.67,111.74,69.33,0.781,Haryana,0
Groundnut,Red and Yellow soil,36.84,6.32,26.64,50.49,60.33,0.605,Chhattisgarh,116.03
Pumpkin,Forest and Mountain soil,56.3,7.02,20.05,177.77,79.85,0.625,Bihar,0
Potato,Red and Yellow soil,67.03,6.42,28.37,204.65,70.24,0.83,Punjab,0
Cauliflower,Forest and Mountain soil,73.62,6.88,18.46,323.37,80.68,0.729,Gujarat,0
Lentil,Forest and Mountain soil,45.67,6.59,24.36,144.46,68.35,0.839,Tamil Nadu,0
Chickpea,Alluvial soil,46.82,7.09,23.34,65.36,45.52,0.477,Rajasthan,67.52
Groundnut,Alluvial soil,45.96,7.19,29.41,91.71,75.86,0.72,Chhattisgarh,91.36
Lentil,Red and Yellow soil,91.61,7.62,29.62,332.02,76.66,0.799,Haryana,0
Cauliflower,Alluvial soil,67.55,6.26,19.74,49.09,61.88,0.724,Karnataka,132.89
Tomato,Red and Yellow soil,48.28,5.89,21.56,112.14,73.07,0.615,Maharashtra,105.78
Potato,Black soil,81.26,6.45,25.34,395.55,84.04,0.855,Gujarat,0
Maize,Black soil,93.84,7.57,21.62,392.13,84.72,0.729,Karnataka,0
Cucumber,Forest and Mountain soil,71.25,7.25,26.15,329.35,76.77,0.905,Gujarat,0
Sugarcane,Alluvial soil,57.04,6.4,29.77,114.82,63.15,0.832,Gujarat,0
Chilli,Alluvial soil,87.87,6.19,18.32,389.43,87.53,0.741,Maharashtra,0
Cabbage,Alluvial soil,62.48,6.61,20.92,95.1,88.63,0.685,Tamil Nadu,121.61
Onion,Alluvial soil,44.15,6.78,26.68,96.31,52.89,0.584,Bihar,94
Mustard,Alluvial soil,30.88,7.14,17.47,55.49,30,0.392,Rajasthan,60.53
Onion,Black soil,54.85,7.79,27.57,69.65,67.13,0.73,Haryana,29.72
Pumpkin,Forest and Mountain soil,63.95,6.1,25.54,86.06,65.92,0.798,Madhya Pradesh,0
Chilli,Red and Yellow soil,87.12,6.83,23.8,371.91,75.11,0.849,Uttar Pradesh,0
Maize,Forest and Mountain soil,60.82,6.39,23.66,93.62,68.52,0.654,Madhya Pradesh,105.85
Pumpkin,Black soil,59.32,7.4,27.51,110.55,83.58,0.703,Uttar Pradesh,100.02
Cauliflower,Alluvial soil,63.77,6.56,21.08,160.75,75.08,0.719,West Bengal,107.78
Groundnut,Red and Yellow soil,36.88,6.72,27.15,78.75,60.39,0.717,Andhra Pradesh,109.15
Chickpea,Red and Yellow soil,35.66,6.39,20.45,45.81,52,0.4,Karnataka,86.14
Onion,Alluvial soil,89.85,7.25,28.11,391.63,84.01,0.747,Karnataka,0
Lentil,Alluvial soil,46.71,6.63,15.57,49.96,43.16,0.528,Rajasthan,59.42
Cabbage,Alluvial soil,72.26,6.27,24.09,108.84,84.02,0.646,Karnataka,113.57
Cotton,Black soil,53.06,7.17,24.87,104.32,66.32,0.665,Uttar Pradesh,0
Pumpkin,Alluvial soil,59.47,6.19,28.12,99.15,65.24,0.722,Maharashtra,108.09
Cauliflower,Black soil,67.97,6.62,15.45,131.69,73.15,0.842,Odisha,100.28
Cabbage,Black soil,94.2,6.71,26.45,382.49,89.04,0.884,Karnataka,0
Potato,Forest and Mountain soil,64.42,7.78,24.02,191.66,66.39,0.704,Karnataka,0
Lentil,Red and Yellow soil,37.62,6.6,18.68,24.67,44.6,0.497,Chhattisgarh,79.96
Sugarcane,Black soil,76.07,7.61,29.18,332.29,89.32,0.91,Gujarat,0
Lentil,Forest and Mountain soil,56.74,6.21,21.19,120.38,66.53,0.701,Tamil Nadu,0
Groundnut,Red and Yellow soil,47.9,6.87,19.42,179.7,57.49,0.775,Haryana,0
Cotton,Alluvial soil,53.62,7.61,31.53,57.3,58.26,0.649,Telangana,100.91
Soybean,Red and Yellow soil,34.26,6,26.8,40,67.79,0.685,Bihar,134.07
Groundnut,Red and Yellow soil,41.97,6.01,24.68,30,56.32,0.672,Telangana,117.29
Maize,Black soil,54.72,6.69,18.87,61.14,51.61,0.804,Gujarat,33.87
Chilli,Black soil,76.72,7.26,20.98,233.48,83.81,0.866,Tamil Nadu,0
Cauliflower,Red and Yellow soil,94.13,6.64,26.39,286.84,87.88,0.781,Bihar,0
Maize,Black soil,51.95,6.23,28.84,104.76,63.64,0.791,Karnataka,0
Potato,Alluvial soil,58.41,6.28,20.86,126.7,82.11,0.832,Madhya Pradesh,0
Rice,Alluvial soil,67.16,7.05,29.12,115.44,66.98,0.698,Karnataka,166.1
Wheat,Forest and Mountain soil,40.42,6.68,19.47,108.87,63.81,0.605,Tamil Nadu,100.77
Cotton,Black soil,50.04,7.16,27.41,85.78,60.68,0.811,Gujarat,33.85
Cabbage,Red and Yellow soil,57.02,7.7,21.94,104.46,60.42,0.727,Punjab,0
Groundnut,Alluvial soil,72.46,6.5,21.49,222.71,92.01,0.861,Tamil Nadu,0
Chilli,Black soil,51.49,7.7,20.06,88.18,70.88,0.73,Bihar,0
Onion,Black soil,66.16,6.83,26.74,150.75,80.02,0.704,Madhya Pradesh,0
Groundnut,Black soil,55.08,7.28,24.48,111.95,60.81,0.805,Karnataka,0
Mustard,Alluvial soil,37.24,7.17,18.79,78.28,40.7,0.35,Madhya Pradesh,52.05
Chickpea,Alluvial soil,35.96,6.91,20.82,42.04,45.44,0.643,Haryana,76.86
Cabbage,Black soil,65.69,7.69,24.75,125.02,61.22,0.741,Tamil Nadu,103.73
Sugarcane,Forest and Mountain soil,72.95,7.07,22.57,326.15,80.49,0.662,Tamil Nadu,0
Brinjal,Red and Yellow soil,46.56,6.73,30.6,75.96,58.81,0.635,Karnataka,33.51
Tomato,Forest and Mountain soil,84.86,7.22,22.41,208.7,81.59,0.849,Uttar Pradesh,0
Onion,Red and Yellow soil,44.31,6.32,24.73,100.9,59.95,0.707,Uttar Pradesh,101.98
Garlic,Black soil,69.69,6.77,29.06,129.75,66.86,0.697,West Bengal,0
Cucumber,Alluvial soil,62.64,6.56,22.51,100.35,63.43,0.723,West Bengal,105.09
Rice,Red and Yellow soil,50.31,6.19,28.66,122.58,64.59,0.781,Punjab,215.84
Rice,Red and Yellow soil,78.13,7.32,24.13,250.92,85.05,0.829,Maharashtra,0
Potato,Red and Yellow soil,84.33,7,23.69,376.31,86.36,0.848,Madhya Pradesh,0
Garlic,Black soil,50.55,7.67,29.42,46.65,48.38,0.485,Haryana,96.98
Sugarcane,Alluvial soil,86.59,7.33,25.56,249.48,93.36,0.889,Madhya Pradesh,0
Onion,Alluvial soil,51.87,6.28,18.33,110.91,62.06,0.661,Maharashtra,82.38
Cotton,Alluvial soil,44.18,7.07,30.37,30,52.49,0.658,Tamil Nadu,112.94
Soybean,Forest and Mountain soil,47.09,7.44,25.54,150.22,67.12,0.852,Maharashtra,0
Potato,Alluvial soil,57.44,6.46,19.41,81.34,72.28,0.752,Uttar Pradesh,100.26
Mustard,Red and Yellow soil,34.97,6,17.16,55.74,42.93,0.44,Haryana,68.33
Chilli,Alluvial soil,47.88,6.79,30.98,102.91,54.11,0.724,Rajasthan,107.54
Soybean,Red and Yellow soil,88.25,6.27,20.14,338.09,83.36,0.7,Haryana,0
Mustard,Red and Yellow soil,50.74,6.29,24.47,91.92,64.39,0.815,Uttar Pradesh,0
Cauliflower,Alluvial soil,87.77,6.93,29.43,282.06,89.76,0.788,Uttar Pradesh,0
Chilli,Forest and Mountain soil,49.58,6.98,31.34,69.39,59.71,0.636,Haryana,33.54
Chilli,Alluvial soil,82.89,7.56,27.44,218.79,81.14,0.907,Tamil Nadu,0
Lentil,Black soil,46.78,6.99,29.45,176.26,66.06,0.671,West Bengal,0
Groundnut,Red and Yellow soil,42.16,6.43,22.15,101.18,64.25,0.701,Telangana,98.37
Potato,Alluvial soil,75,6.31,18.85,87.83,63.73,0.538,Bihar,87.88
Lentil,Black soil,47.45,7.38,19.95,35.4,44.48,0.629,Rajasthan,58.28
Wheat,Alluvial soil,51.32,7.18,20.5,83.41,69.97,0.669,Tamil Nadu,94.17
Garlic,Alluvial soil,62.3,7.75,23.78,124.34,76.11,0.774,Uttar Pradesh,0
Groundnut,Forest and Mountain soil,72.2,6.18,22.33,383.4,82.85,0.816,Madhya Pradesh,0
Cotton,Red and Yellow soil,50.8,6.06,22.51,120.51,62.48,0.8,Haryana,0
Cabbage,Alluvial soil,62.64,6.44,19.95,116.02,69.46,0.64,Assam,115.89
Cauliflower,Alluvial soil,64.53,6.82,22.31,78.59,71.74,0.758,Odisha,128.36
Lentil,Alluvial soil,42.62,7.03,19.21,66.11,38.86,0.535,West Bengal,59.33
Cucumber,Red and Yellow soil,87.08,6.81,26.57,295.42,85.56,0.774,West Bengal,0
Lentil,Black soil,91.93,7.78,22.02,373.98,90.54,0.935,Madhya Pradesh,0
Maize,Alluvial soil,56.23,6.58,25.61,107.76,55.84,0.628,Maharashtra,101.51
Cabbage,Alluvial soil,67.12,6.74,26.11,67.18,67.45,0.71,Bihar,127.88
Cauliflower,Alluvial soil,68.71,6.52,20.86,105.07,90,0.685,Tamil Nadu,118.65
Cabbage,Red and Yellow soil,89.37,6.65,24.51,384.23,94.84,0.777,Haryana,0
Potato,Black soil,61.31,7.48,29.16,217.81,74.63,0.833,Karnataka,0
Tomato,Red and Yellow soil,47.93,6.59,24.58,102.15,72.54,0.793,Uttar Pradesh,109.99
Cauliflower,Alluvial soil,64.11,6.48,23.94,73.87,71.39,0.759,Uttar Pradesh,130.45
Wheat,Forest and Mountain soil,46.41,7.15,26.28,41.84,56.51,0.824,Haryana,44.11
Soybean,Black soil,58.36,7.23,29.04,83.19,64.11,0.721,Gujarat,0
Cauliflower,Black soil,72.09,7.79,21.03,259.38,86.87,0.864,Haryana,0
Groundnut,Red and Yellow soil,47.48,7.39,24.57,123.06,62.2,0.805,Karnataka,0
Wheat,Alluvial soil,41.45,6.65,22.44,106.53,57.87,0.706,Maharashtra,94.16
Cucumber,Black soil,56.35,7.08,27.78,83.3,70.7,0.625,Telangana,110.76
Wheat,Black soil,57.89,7.61,11.53,78.55,66.56,0.504,Bihar,104.86
Potato,Red and Yellow soil,62.64,6.22,23.25,140.58,83.16,0.883,Karnataka,0
Pumpkin,Black soil,65.62,7.2,26.92,165.39,79.76,0.66,Uttar Pradesh,82.24
Chilli,Black soil,90.76,6.02,23.83,252.91,88.64,0.928,Tamil Nadu,0
Groundnut,Red and Yellow soil,42.29,6.46,28.33,106.84,60.64,0.45,Tamil Nadu,99.35
Pumpkin,Alluvial soil,59.29,6.62,24.54,52.32,87.9,0.597,Rajasthan,118.12
Groundnut,Red and Yellow soil,40.17,6.05,33.23,96.83,50.5,0.649,Uttar Pradesh,105.08
Maize,Alluvial soil,58.04,6.91,25.26,113.68,52.57,0.588,Tamil Nadu,98.58
Cabbage,Black soil,90.59,6.32,27.2,358.11,86.81,0.914,Haryana,0
Mustard,Forest and Mountain soil,51.36,6.27,21.81,129.07,70.35,0.857,Bihar,0
Potato,Alluvial soil,61.93,6.53,21.69,87.06,49.26,0.647,Jharkhand,97.05
Rice,Black soil,80.41,6.41,21.6,317.59,77.85,0.722,Madhya Pradesh,0
Maize,Alluvial soil,85.65,7.48,29.37,200.31,75.96,0.94,West Bengal,0
Garlic,Black soil,46.23,7.21,26.94,82.02,55.4,0.591,Maharashtra,89.73
Tomato,Red and Yellow soil,55.99,6.06,18.52,179.54,70.04,0.724,Madhya Pradesh,0
Onion,Black soil,60.02,6.75,26.09,187.9,74.15,0.857,Maharashtra,0
Groundnut,Forest and Mountain soil,51.34,7.01,22.62,132.5,68.49,0.726,Punjab,0
Rice,Alluvial soil,78.04,7.07,28.67,203.41,79.42,0.739,Maharashtra,136.22
Chilli,Forest and Mountain soil,58.25,6.26,28.91,141.32,73.07,0.847,Karnataka,0
Lentil,Black soil,37.67,7.35,17.07,34.09,48.64,0.608,Madhya Pradesh,62.57
Cabbage,Red and Yellow soil,52.82,7.24,23.44,123.49,58.75,0.691,West Bengal,0
Maize,Red and Yellow soil,59.4,6.25,20.28,106.28,45,0.678,Rajasthan,116.99
Groundnut,Forest and Mountain soil,49.3,6.01,28.67,172.09,65.58,0.67,Uttar Pradesh,0
Cabbage,Forest and Mountain soil,84.49,6.83,20.12,381.33,92.77,0.948,Punjab,0
Pumpkin,Red and Yellow soil,52.63,6.34,29.55,99.9,60.51,0.55,Maharashtra,122.73
Cabbage,Black soil,74.16,7.74,23.14,359.82,77.06,0.747,Madhya Pradesh,0
Cauliflower,Forest and Mountain soil,74.87,6.37,18.33,222.27,80.64,0.83,Bihar,0
Lentil,Alluvial soil,36.3,7.28,21,61.19,58,0.527,Haryana,64.01
Chilli,Red and Yellow soil,65.67,6.02,20.28,164.89,82.16,0.696,Madhya Pradesh,0
Pumpkin,Red and Yellow soil,48.85,6.21,28.05,93.69,56.19,0.753,Maharashtra,125.79
Maize,Alluvial soil,59.54,6.81,22.14,118.02,59.14,0.596,Madhya Pradesh,94.89
Onion,Red and Yellow soil,40.36,6.04,20.9,57.22,54.91,0.638,West Bengal,113.74
Onion,Red and Yellow soil,35.21,5.58,26.94,73.83,45,0.724,Maharashtra,115.09
Soybean,Forest and Mountain soil,56.86,6.58,20.31,168.11,68.48,0.815,Gujarat,0
Soybean,Black soil,50.21,7.14,29.41,72.74,62.23,0.543,Andhra Pradesh,92.35
Garlic,Red and Yellow soil,46.37,5.51,21.04,64.5,68.25,0.625,Maharashtra,106.67
Soybean,Forest and Mountain soil,47.97,7.56,26.59,158.77,66.74,0.739,Uttar Pradesh,0
